system:index,PfafIDarea30sm2,countarea30sm2,meanarea30sm2,.geo
829,127447,3950,773580.3469936709,
830,127448,9904,769217.2234135198,
831,127449,17600,770648.3824431818,
832,127450,1674,766929.1633811231,
833,127461,665,768412.2506578948,
834,127462,3590,770772.8388231198,
835,127463,53,769168.4280660377,
836,127464,8970,775026.4766513378,
837,127465,11872,775699.2389656334,
838,127466,17737,785107.2396649659,
839,127467,19764,782102.6743605798,
840,127468,4595,787902.1628128401,
841,127469,7925,787300.9510331231,
842,127470,7040,770187.4399857954,
843,127481,440,769953.4214488637,
844,127482,17789,776714.1045098094,
845,127483,205,771115.1,
846,127484,20407,782127.0550393248,
847,127485,221,772294.9420248868,
848,127486,2255,777513.2393847007,
849,127487,2054,778177.3262536514,
850,127488,2147,783913.185316721,
851,127489,5513,786186.4203020134,
852,127491,3380,773613.1829881656,
853,127492,5205,782948.4099543708,
854,127493,1899,776045.7597090574,
855,127494,5566,781208.8487468559,
856,127495,7595,780560.4988561553,
857,127496,14596,786195.6865493971,
858,127497,8623,784342.6929722835,
859,127498,12464,791429.4264531852,
860,127499,10068,792754.1490862138,
861,127500,3051,751460.5327351688,
862,127601,629,750900.6758744038,
863,127602,9048,747043.8658750553,
864,127603,10701,747700.3913944958,
865,127604,32281,740487.8634703851,
866,127605,13081,741055.7174050149,
867,127606,23055,729239.3662302104,
868,127607,10170,732954.6692232055,
869,127608,5276,733720.9598417361,
870,127609,11001,729411.6404645032,
871,127700,3039,754802.6313548865,
872,127701,11517,753029.239374403,
873,127702,2045,754190.441717604,
874,127703,5873,750885.8513110846,
875,127704,8967,752904.0157870526,
876,127705,10418,746371.8916418698,
877,127706,44316,737739.423251478,
878,127707,4130,747728.3402693705,
879,127708,3343,751100.0994054741,
880,127709,1865,748653.893230563,
881,127801,19166,743807.6154420589,
882,127802,12284,734420.9354953598,
883,127803,14445,737314.4157926618,
884,127804,29385,746517.372592309,
885,127805,8300,735380.130248494,
886,127806,12604,735175.7201830768,
887,127807,26448,742408.445347947,
888,127808,5921,747968.3986763216,
889,127809,4502,748938.7399489116,
890,127910,2674,751562.3525149588,
891,127921,5312,749731.4819394767,
892,127922,18620,745311.5137117347,
893,127923,10293,750742.5784878073,
894,127924,2969,748458.9288059953,
895,127925,2637,751495.2373672734,
896,127926,1247,751993.9827085003,
897,127927,4396,749470.6789268653,
898,127928,1298,746701.906105547,
899,127929,870,747548.6249281609,
900,127930,8334,753762.2261294096,
901,127941,5915,756567.4502113272,
902,127942,2130,758691.4704812206,
903,127943,4715,758918.2239528102,
904,127944,13227,763821.0299198609,
905,127945,6928,763501.4238957852,
906,127946,2231,768071.4078888391,
907,127947,103,766103.7833737864,
908,127948,1983,766011.2399773072,
909,127949,3419,768373.4522521205,
910,127950,18556,756188.9356879176,
911,127960,25103,754406.0157799865,
912,127971,12167,760609.2869801512,
913,127972,10497,758476.1513587215,
914,127973,2728,762980.1430993401,
915,127974,8371,767767.5424680444,
916,127975,1783,765061.3664469995,
917,127976,8682,761472.8723508408,
918,127977,314,764994.6667993631,
919,127978,7488,767756.2755992922,
920,127979,14869,766160.1123604479,
921,127980,23692,757720.1164554491,
922,127990,26531,763839.5508980061,
923,128001,2494,755700.3443263833,
924,128002,4439,759280.3991467673,
925,128003,8535,762590.6682337434,
926,128004,4043,763862.9406690577,
927,128005,13688,767781.9282354983,
928,128006,5048,770673.8835925119,
929,128007,10152,773950.0733476162,
930,128008,19776,778817.8556646946,
931,128009,8469,782888.0797836226,
932,128010,29329,771327.8842357394,
933,128020,21314,786943.8098755513,
934,128030,5012,788766.5266734837,
935,128040,37051,792926.4633815552,
936,128050,31535,796028.3098026003,
937,128060,36636,801450.9522413063,
938,128070,885,799381.993220339,
939,128080,20760,803636.3434549614,
940,128091,1376,801380.9770167151,
941,128092,2906,802852.5692962835,
942,128093,1032,802992.6849563953,
943,128094,5169,804840.6820589089,
944,128095,4517,805736.8348461369,
945,128096,19629,808375.376432829,
946,128097,1498,808453.3773364486,
947,128098,18549,812487.4400843711,
948,128099,15371,813433.19790108,
949,129010,4725,807876.7558862434,
950,129021,384,810668.7039388021,
951,129022,7051,807190.1527265636,
952,129023,533,810901.411468105,
953,129024,12023,813118.8888016718,
954,129025,4404,809141.6380705041,
955,129026,20469,809010.7123668719,
956,129027,5476,812064.7598840394,
957,129028,4011,811062.3976408626,
958,129029,2668,810120.6662762369,
959,129030,1,810103.375,
960,129040,14359,806695.2621439515,
961,129050,755,810482.5458609272,
962,129061,222,811260.6407657658,
963,129062,33991,811036.3674189491,
964,129063,2302,813293.1029811034,
965,129064,8044,815313.2047644206,
966,129065,4159,816673.1758986536,
967,129066,9253,816764.6631295256,
968,129067,1504,816059.7364943484,
969,129068,20974,821800.568724969,
970,129069,11063,821624.8247932297,
971,129070,1017,812361.2536873156,
972,129080,19497,816892.3543654152,
973,129090,24452,818452.2874458123,
974,129100,3201,794098.0548461418,
975,129101,3554,796878.6426737478,
976,129102,7204,798453.2135011799,
977,129103,3073,798512.2014725024,
978,129104,41933,804503.0430016336,
979,129105,49,800045.9821428572,
980,129106,32639,805022.5275724593,
981,129107,588,799614.7093962585,
982,129108,8766,795318.9305412959,
983,129109,5589,796957.5705515298,
984,129210,18147,795241.4985879209,
985,129221,12647,790792.8866480193,
986,129222,6478,786610.2119577802,
987,129223,929,790156.6925457481,
988,129224,19232,790280.3525894342,
989,129225,2066,787578.2269179574,
990,129226,9756,784913.1597734727,
991,129227,4196,787514.4054605577,
992,129228,13495,783292.5410568729,
993,129229,8477,781952.813922968,
994,129230,1126,792514.2745892539,
995,129240,11966,788125.219502131,
996,129250,1435,792069.237979094,
997,129260,4273,789542.8586034402,
998,129270,9760,790852.0431096312,
999,129280,32075,790990.1055904131,
1000,129290,16370,794024.2104688454,
1001,129300,18088,807235.538077731,
1002,129301,3328,799149.0807166466,
1003,129302,23973,795580.1509823551,
1004,129303,198,799683.5656565657,
1005,129304,14174,798941.9320631085,
1006,129305,4003,802105.4681176618,
1007,129306,1988,805054.5326018612,
1008,129307,2659,803572.7711780744,
1009,129308,1969,801803.530281869,
1010,129309,2253,803230.7682534398,
1011,129400,1541,800824.9203033744,
1012,129410,18620,802410.5710794844,
1013,129420,11448,808124.0474045685,
1014,129430,15905,799768.2096589123,
1015,129440,33420,798276.0171098893,
1016,129450,1043,803932.8471356663,
1017,129460,28743,807923.3330658769,
1018,129470,13197,805092.3820659999,
1019,129480,24148,802843.0560967783,
1020,129490,14595,799793.0208204865,
1021,129500,36199,809811.6942456973,
1022,129501,710,804614.0550176057,
1023,129502,5681,807670.9781288506,
1024,129503,5251,808138.6591363549,
1025,129504,10029,811825.8693164822,
1026,129505,1816,812292.4230107379,
1027,129506,719,813108.1940194715,
1028,129507,2045,813782.4929706601,
1029,129508,2122,815223.8995346371,
1030,129509,886,813922.1701467269,
1031,129601,11485,817108.5638931214,
1032,129602,2289,820533.5358235037,
1033,129603,2129,820102.9842649131,
1034,129604,16065,825800.6220938376,
1035,129605,12329,824107.633577338,
1036,129606,8988,829687.7208291611,
1037,129607,6625,829153.9766415094,
1038,129608,3469,831172.705804987,
1039,129609,6981,832783.7380568687,
1040,129700,1569,813410.0099984066,
1041,129801,14099,810444.5681741612,
1042,129802,3913,805083.3533094812,
1043,129803,4781,806487.0425643171,
1044,129804,4876,802586.2445523995,
1045,129805,5748,804920.8886134308,
1046,129806,6277,804181.1078839414,
1047,129807,1149,803294.461651436,
1048,129808,3784,802266.6325317125,
1049,129809,30153,798816.5592167446,
1050,129910,21985,814670.7294348419,
1051,129920,14528,815983.4379129956,
1052,129930,10377,817689.8165534355,
1053,129940,14741,822661.5243453633,
1054,129950,8942,822456.9356967121,
1055,129960,13111,827675.0192681717,
1056,129970,801,824078.0420568039,
1057,129980,25567,829429.2850133962,
1058,129990,20302,830035.7135996453,
1059,131100,7,817224.9107142857,
1060,131210,36413,817544.5549649164,
1061,131220,29504,823747.3751504034,
1062,131230,5133,821495.2981930645,
1063,131240,8388,826212.3106819266,
1064,131250,9883,826195.2976892138,
1065,131260,8424,827096.6240429131,
1066,131270,277,827316.614169675,
1067,131280,6283,829225.5202829062,
1068,131290,27403,830979.6172408131,
1069,131310,7655,820515.1047599608,
1070,131320,24137,821147.010422277,
1071,131330,2891,824561.9807160152,
1072,131340,12959,824038.8403233275,
1073,131350,32966,828824.8613476764,
1074,131360,18783,831059.7309867966,
1075,131370,6719,833671.5666672868,
1076,131380,19983,833502.1277554672,
1077,131390,22541,836839.2748131183,
1078,131400,27256,837344.6267060464,
1079,131500,1273,840657.7502454831,
1080,131600,27113,840768.1740885369,
1081,131700,3798,842927.2469720906,
1082,131810,7669,843711.9245501369,
1083,131820,27032,844618.0327944658,
1084,131831,9065,842472.804350524,
1085,131832,2096,841830.9516340649,
1086,131833,1404,842685.5722044159,
1087,131834,7453,840391.3775157655,
1088,131835,4701,842828.6632498405,
1089,131836,5223,843083.502488991,
1090,131837,1405,842179.9626334519,
1091,131838,3404,842277.261108255,
1092,131839,2535,841372.7877712032,
1093,131840,32853,839412.1365210179,
1094,131850,1917,840558.0566640585,
1095,131860,15834,837599.3978621953,
1096,131870,27761,837850.6926331004,
1097,131880,10768,834553.0962922549,
1098,131890,16897,833208.3034451382,
1099,131901,1762,844618.4142664586,
1100,131902,12990,844775.5098489223,
1101,131903,215,845420.8156976744,
1102,131904,13485,845839.1201566556,
1103,131905,9074,846445.1316742891,
1104,131906,15847,847381.9062243642,
1105,131907,4441,847840.9628602793,
1106,131908,22888,848743.7557317154,
1107,131909,8795,849307.7676307561,
1108,132110,12959,850252.6010012346,
1109,132120,8133,849797.3154586253,
1110,132130,10012,850892.1373039852,
1111,132140,8201,850683.6470628582,
1112,132150,13248,851682.1317887605,
1113,132160,16791,849919.1749039664,
1114,132170,26204,852376.7498163448,
1115,132180,13732,851848.4632837533,
1116,132190,10365,853150.5545224312,
1117,132210,5805,853632.7821059432,
1118,132221,1643,853695.607349361,
1119,132222,5576,853984.4040418759,
1120,132223,2700,853794.069699074,
1121,132224,7616,854153.781471573,
1122,132225,3453,853779.4869859542,
1123,132226,56987,854256.9587241388,
1124,132227,30136,853474.0613821509,
1125,132228,6845,853566.4335463842,
1126,132229,43836,853274.6563227142,
1127,132230,5751,853280.9698965397,
1128,132241,319,853407.3213166144,
1129,132242,110959,849449.2886910931,
1130,132243,5114,852856.3194050646,
1131,132244,41565,849236.8527126188,
1132,132245,13833,851871.1031094122,
1133,132246,23499,849356.0170326397,
1134,132247,57331,847252.2785109713,
1135,132248,17409,843845.8794804411,
1136,132249,48167,842563.4812618078,
1137,132251,9111,853220.0697028318,
1138,132252,10382,852125.5126059526,
1139,132253,1600,852928.6298046875,
1140,132254,3695,852240.2152401895,
1141,132255,3579,852783.7444467728,
1142,132256,10074,851376.7765162796,
1143,132257,1050,852641.0911309524,
1144,132258,49121,847386.9322883798,
1145,132259,7060,851880.1579143059,
1146,132261,5095,852747.1372055938,
1147,132262,19770,851721.5780791603,
1148,132263,10728,852648.656488861,
1149,132264,21755,851904.2532693633,
1150,132265,32490,850908.5200138504,
1151,132266,16684,847160.377955676,
1152,132267,2290,850037.9301310044,
1153,132268,16265,846902.5106901322,
1154,132269,50179,846472.5608957432,
1155,132270,11902,852081.5027936482,
1156,132281,2055,851323.3091849148,
1157,132282,8164,850112.6027605953,
1158,132283,10589,851114.3337838795,
1159,132284,6191,849520.499596188,
1160,132285,32409,846993.1741183004,
1161,132286,5085,842451.0979719764,
1162,132287,3959,841917.4550075777,
1163,132288,5647,840695.2018217638,
1164,132289,8978,840544.8059423034,
1165,132291,21955,849617.1372551811,
1166,132292,22986,844772.9255117245,
1167,132293,874,849485.4623855836,
1168,132294,23415,844162.9721706171,
1169,132295,2221,849663.9605751913,
1170,132296,55095,843309.711251021,
1171,132297,5317,848771.3862140304,
1172,132298,15281,846383.5824757869,
1173,132299,48129,841259.223135999,
1174,132301,2065,853525.3483958838,
1175,132302,17430,853683.1240282559,
1176,132303,8034,854024.0512431541,
1177,132304,13322,854301.9348962243,
1178,132305,669,854298.0232623318,
1179,132306,4814,854283.8097476112,
1180,132307,2797,854485.4747497318,
1181,132308,27021,854406.06483152,
1182,132309,2706,854615.4877586844,
1183,132410,111,854589.5912162162,
1184,132421,3252,854684.2894372693,
1185,132422,20282,854731.4869465536,
1186,132423,8051,854779.5460346541,
1187,132424,14989,854673.1904188071,
1188,132425,695,854795.7738309352,
1189,132426,20327,854790.0117885079,
1190,132427,4403,854773.563465251,
1191,132428,4263,854739.584770115,
1192,132429,7450,854638.114135906,
1193,132430,1000,854679.1376875,
1194,132440,34930,854530.4478975809,
1195,132450,26990,854571.2721795109,
1196,132461,15429,853792.1072857929,
1197,132462,32766,851318.6926329884,
1198,132463,9050,852944.230262431,
1199,132464,7441,852089.4534336783,
1200,132465,1966,852810.7560719736,
1201,132466,4956,852007.636892151,
1202,132467,3131,852576.8936242415,
1203,132468,11685,852560.0957744973,
1204,132469,11970,851574.7396512113,
1205,132470,8921,854351.6696418563,
1206,132480,31885,853520.3054061471,
1207,132491,1366,854243.6130581992,
1208,132492,5209,854416.3314935688,
1209,132493,6581,854110.9965525756,
1210,132494,2659,853963.5504183904,
1211,132495,15660,853694.1664711047,
1212,132496,2133,853723.1107008908,
1213,132497,494,853501.2377277327,
1214,132498,4326,853454.6113470874,
1215,132499,8032,853262.0380509213,
1216,132500,16410,854679.5765196526,
1217,132611,5106,854790.6604484919,
1218,132612,25630,854304.0194206008,
1219,132613,5244,854586.9402531465,
1220,132614,14102,853891.7071647638,
1221,132615,389,854194.2029241645,
1222,132616,15733,853467.3564005593,
1223,132617,4461,853693.8020062767,
1224,132618,29458,853121.3497288512,
1225,132619,3777,853291.7234577708,
1226,132621,4099,852974.8556507685,
1227,132622,11857,852568.9030477777,
1228,132623,4285,852596.3577012835,
1229,132624,3101,852077.6088358595,
1230,132625,389,852272.0719794345,
1231,132626,1422,852011.4372802391,
1232,132627,5692,851601.5255731728,
1233,132628,1844,850806.8447329176,
1234,132629,4050,850860.7576080246,
1235,132631,9481,852725.2180611222,
1236,132632,30800,851450.8391781655,
1237,132633,7903,852123.566216943,
1238,132634,5666,851246.4126588422,
1239,132635,1413,851747.3263004246,
1240,132636,16200,850421.0315277778,
1241,132637,6095,851579.8457957342,
1242,132638,5204,850646.1542323213,
1243,132639,106,851648.5571933963,
1244,132641,12911,851191.3614117807,
1245,132642,14023,850035.1283159809,
1246,132643,2290,850172.3048034934,
1247,132644,3691,849651.814819832,
1248,132645,5980,849291.2969272576,
1249,132646,1560,848032.6354967948,
1250,132647,529,848589.4712901701,
1251,132648,3542,848908.3383681535,
1252,132649,2888,848127.7914213989,
1253,132650,27787,852017.2987210746,
1254,132661,12993,851482.8665146617,
1255,132662,6957,850264.0795871065,
1256,132663,4588,849654.3689379904,
1257,132664,20985,847331.628082559,
1258,132665,597,849074.224979062,
1259,132666,8578,848957.5617713919,
1260,132667,10022,848189.7428033326,
1261,132668,6750,846490.0136574074,
1262,132669,23573,846203.8005530692,
1263,132670,3374,852463.260429016,
1264,132681,31,852613.5987903225,
1265,132682,24910,852512.9879666801,
1266,132683,2645,852282.3538043478,
1267,132684,28207,850621.8461020314,
1268,132685,8593,851846.7989060864,
1269,132686,62254,848903.3259770457,
1270,132687,3789,851597.9744985484,
1271,132688,23557,849949.6510511738,
1272,132689,43379,851373.7801398719,
1273,132691,15066,853024.100047292,
1274,132692,10762,853659.9551024438,
1275,132693,442,853230.8522341629,
1276,132694,20739,852392.0720080525,
1277,132695,3997,853149.860082562,
